scan_date,ticker,price,market_cap,float_shares,rel_volume,dollar_volume,vol_expansion_score,compression_score,breakout_score,trend_score,news_score,short_interest_score,premarket_gap_score,social_score,insider_score,total_score,reason,repeat_count_30d,scan_time_utc,event_intel_score,sec_insider_score,event_tags,event_intel_reason,anomaly_score,anomaly_label,anomaly_flags,baseline_sample_size
2026-03-15,BSBR,5.72,43529801728,3735623127.0,2.28,12848486.61,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,unusual volume,2,,,,,,,,,
2026-03-15,BLND,1.56,405205152,219316192.0,1.79,9786470.88,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38,mixed setup,2,,,,,,,,,
2026-03-15,AVO,12.15,860783360,40103025.0,5.09,33012666.76,3.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,15.6,"unusual volume, multi-day volume expansion, elevated news flow, short squeeze potential",3,2026-03-15T21:04:51Z,3.08,7.7,"buy, form4, insider, open_market_buy, parsed","meaningful insider filing activity, latest event 6 day(s) ago, insider accumulation detected for avo",0.0,No Baseline,,0.0
2026-03-15,ABX,9.8,957977984,43884579.0,1.8,11379662.22,3.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,15.36,"multi-day volume expansion, trend improving, elevated news flow, short squeeze potential",3,2026-03-15T21:03:30Z,2.47,6.17,"buy, form4, insider, open_market_buy, open_market_sale, parsed, sell","meaningful insider filing activity, latest event 25 day(s) ago, insider selling detected for abx",0.0,No Baseline,,0.0
2026-03-15,FTK,17.68,531422336,14029568.0,1.89,9768642.17,3.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,15.07,"multi-day volume expansion, trend improving, elevated news flow, short squeeze potential",3,2026-03-15T21:05:43Z,2.94,7.36,"buy, form4, insider, open_market_sale, parsed, sell, tax_withholding","meaningful insider filing activity, latest event 13 day(s) ago, insider selling detected for ftk",0.0,No Baseline,,0.0
2026-03-15,BGC,9.57,4538687488,361918846.0,2.09,47748948.85,3.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,13.91,"unusual volume, multi-day volume expansion, trend improving, elevated news flow",3,2026-03-15T21:04:57Z,3.18,7.96,"form4, insider, open_market_sale, parsed, sell","meaningful insider filing activity, latest event 6 day(s) ago, insider selling detected for bgc",0.0,No Baseline,,0.0
2026-03-15,ALH,19.75,4005831936,45442270.0,2.8,35095513.0,3.0,0.0,0.0,1.0,3.0,1.5,0.0,0.0,0.0,13.46,"unusual volume, multi-day volume expansion, elevated news flow, short squeeze potential",3,2026-03-15T21:04:18Z,1.9,4.75,"form4, insider, option_exercise, parsed, sell, tax_withholding","recent insider filings, latest event 53 day(s) ago, insider selling detected for alh",0.0,No Baseline,,0.0
2026-03-15,ACDC,6.35,1148531968,32661624.0,1.93,17500085.39,3.0,0.0,0.0,3.0,2.5,1.0,0.0,0.0,0.0,13.11,"multi-day volume expansion, trend improving, elevated news flow, short squeeze potential",3,2026-03-15T21:03:36Z,3.38,8.45,"buy, form4, insider, parsed","meaningful insider filing activity, latest event 4 day(s) ago, insider accumulation detected for acdc",0.0,No Baseline,,0.0
2026-03-15,BW,10.51,1370998016,93418315.0,2.49,112195955.06,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,11.39,"unusual volume, multi-day volume expansion, trend improving, elevated news flow",3,2026-03-15T21:05:15Z,3.77,9.43,"form4, insider, open_market_sale, option_exercise, parsed, sell, tax_withholding","meaningful insider filing activity, latest event 6 day(s) ago, insider selling detected for bw",0.0,No Baseline,,0.0
2026-03-15,FWRD,15.8,493722112,22694444.0,1.67,22124171.47,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,11.0,"multi-day volume expansion, elevated news flow, short squeeze potential",3,2026-03-15T21:06:01Z,2.6,6.5,"buy, form4, insider, open_market_buy, open_market_sale, parsed, sell, tax_withholding","meaningful insider filing activity, latest event 20 day(s) ago, insider accumulation detected for fwrd",0.0,No Baseline,,0.0
2026-03-15,BMBL,3.77,599236544,68367169.0,2.0,37845623.6,3.0,0.0,0.0,2.0,1.0,1.5,0.0,0.0,0.0,10.7,"multi-day volume expansion, trend improving, elevated news flow, short squeeze potential",3,2026-03-15T21:05:09Z,3.18,7.96,"form4, insider, parsed, sell, tax_withholding","meaningful insider filing activity, latest event 3 day(s) ago, insider selling detected for bmbl",0.0,No Baseline,,0.0
2026-03-15,GDOT,10.53,584926912,46908976.0,2.84,14892557.56,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,10.41,"unusual volume, multi-day volume expansion, elevated news flow",3,2026-03-15T21:06:10Z,3.77,9.43,"form4, insider, parsed, sell, tax_withholding","meaningful insider filing activity, latest event 6 day(s) ago, insider selling detected for gdot",0.0,No Baseline,,0.0
2026-03-15,AERO,13.43,1959482752,198606000.0,2.92,24254285.09,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,10.31,"unusual volume, multi-day volume expansion, elevated news flow",3,2026-03-15T21:04:17Z,0.0,0.0,,no event-intel signals; SEC=no recent Form 4 filings; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set,0.0,No Baseline,,0.0
2026-03-15,EH,11.85,853020544,106927501.0,2.23,13404507.13,3.0,0.0,0.0,0.0,2.0,1.5,0.0,0.0,0.0,10.18,"unusual volume, multi-day volume expansion, elevated news flow, short squeeze potential",3,2026-03-15T21:05:30Z,0.0,0.0,,no event-intel signals; SEC=no recent Form 4 filings; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set,0.0,No Baseline,,0.0
2026-03-15,GAU,2.56,665063488,244836899.0,2.5,25473113.03,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,9.81,"unusual volume, multi-day volume expansion, elevated news flow",3,2026-03-15T21:06:02Z,0.0,0.0,,no event-intel signals; SEC=no recent Form 4 filings; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set,0.0,No Baseline,,0.0
2026-03-15,ALOY,11.98,684477312,53935198.0,2.46,32151739.1,2.2,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,9.6,"unusual volume, multi-day volume expansion, elevated news flow",3,2026-03-15T21:04:31Z,0.78,1.95,"form4, insider, unparsed","recent insider filings, latest event 10 day(s) ago, recent form 4 filing for aloy",0.0,No Baseline,,0.0
2026-03-15,CION,6.55,341168576,,2.94,11726321.24,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9.53,"unusual volume, multi-day volume expansion, elevated news flow",3,2026-03-15T21:05:29Z,0.0,0.0,,"no event-intel signals; SEC=recent Form 4 filings found, but no actionable transactions parsed; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set",0.0,No Baseline,,0.0
2026-03-15,AUR,4.08,7951157760,1247259963.0,1.84,139497857.55,1.88,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,9.47,"multi-day volume expansion, elevated news flow, short squeeze potential",3,2026-03-15T21:04:45Z,3.57,8.93,"buy, form4, insider, parsed, sell, tax_withholding","meaningful insider filing activity, latest event 2 day(s) ago, insider accumulation detected for aur",0.0,No Baseline,,0.0
2026-03-15,CIG,2.2,6963773952,2373107263.0,1.79,22990152.3,1.05,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,9.2,"trend improving, elevated news flow",3,2026-03-15T21:05:28Z,0.0,0.0,,no event-intel signals; SEC=no recent Form 4 filings; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set,0.0,No Baseline,,0.0
2026-03-15,AXIA,10.94,24602419200,1527753972.0,1.63,42400987.81,2.05,1.0,0.0,2.0,1.5,0.0,0.0,0.0,0.0,9.01,"multi-day volume expansion, trend improving, elevated news flow",3,2026-03-15T21:04:52Z,0.0,0.0,,no event-intel signals; SEC=no recent Form 4 filings; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set,0.0,No Baseline,,0.0
2026-03-15,CERS,1.69,324770304,171815020.0,2.37,8043210.51,3.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,8.64,"unusual volume, multi-day volume expansion, short squeeze potential",3,2026-03-15T21:05:28Z,3.77,9.43,"buy, form4, insider, open_market_sale, parsed, sell","meaningful insider filing activity, latest event 5 day(s) ago, insider selling detected for cers",0.0,No Baseline,,0.0
2026-03-15,ANGX,3.7,623942400,87255564.0,2.26,6049407.58,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.12,"unusual volume, multi-day volume expansion, short squeeze potential",3,2026-03-15T21:04:40Z,2.81,7.03,"administrative, form4, insider, option_exercise, parsed, sell, tax_withholding","meaningful insider filing activity, latest event 6 day(s) ago, insider selling detected for angx",0.0,No Baseline,,0.0
2026-03-15,ASTL,3.46,363070944,71139871.0,1.75,9555963.05,3.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,7.7,multi-day volume expansion,3,2026-03-15T21:04:41Z,0.0,0.0,,no event-intel signals; SEC=no recent Form 4 filings; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set,0.0,No Baseline,,0.0
2026-03-15,ABTC,1.04,964709184,191049525.0,1.53,25198506.44,2.11,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.57,"multi-day volume expansion, elevated news flow",3,2026-03-15T21:03:24Z,3.2,8.0,"buy, form4, insider, open_market_buy, parsed","meaningful insider filing activity, latest event 6 day(s) ago, insider accumulation detected for abtc",0.0,No Baseline,,0.0
2026-03-15,EGY,5.39,561952000,101526440.0,1.6,12182402.24,0.44,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,7.24,"trend improving, elevated news flow",3,2026-03-15T21:05:29Z,0.0,0.0,,"no event-intel signals; SEC=recent Form 4 filings found, but no actionable transactions parsed; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set",0.0,No Baseline,,0.0
2026-03-15,ADPT,13.17,2027937280,116831970.0,2.04,51396359.91,2.82,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,7.03,"unusual volume, multi-day volume expansion",3,2026-03-15T21:04:16Z,4.0,10.0,"buy, form4, insider, open_market_sale, option_exercise, parsed, sell, unparsed","meaningful insider filing activity, latest event 2 day(s) ago, insider selling detected for adpt",0.0,No Baseline,,0.0
2026-03-15,ENGN,7.16,479644544,26439402.0,1.59,5665464.44,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,6.31,"elevated news flow, short squeeze potential",3,2026-03-15T21:05:39Z,2.08,5.2,"buy, form4, insider, parsed","recent insider filings, latest event 40 day(s) ago, insider accumulation detected for engn",0.0,No Baseline,,0.0
2026-03-15,BSBR,5.72,43529801728,3735623127.0,2.28,12848486.61,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,unusual volume,3,2026-03-15T21:05:10Z,0.0,0.0,,no event-intel signals; SEC=no recent Form 4 filings; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set,0.0,No Baseline,,0.0
2026-03-15,BLND,1.56,405205152,219316192.0,1.79,9786470.88,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.78,mixed setup,3,2026-03-15T21:05:07Z,2.99,7.47,"buy, form4, insider, open_market_sale, option_exercise, parsed, sell, tax_withholding","meaningful insider filing activity, latest event 17 day(s) ago, insider selling detected for blnd",0.0,No Baseline,,0.0
2026-03-15,FTK,17.68,531422336,14029568.0,1.89,9768642.17,3.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,15.47,"multi-day volume expansion, trend improving, elevated news flow, short squeeze potential",4,2026-03-15T22:27:21Z,2.94,7.36,"buy, form4, insider, open_market_sale, parsed, sell, tax_withholding","meaningful insider filing activity, latest event 13 day(s) ago, insider selling detected for ftk",0.0,Baseline Building,,1.0
2026-03-15,AVO,12.15,860783360,40103025.0,5.09,33012666.76,3.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,15.2,"unusual volume, multi-day volume expansion, elevated news flow, short squeeze potential",4,2026-03-15T22:26:38Z,3.08,7.7,"buy, form4, insider, open_market_buy, parsed","meaningful insider filing activity, latest event 6 day(s) ago, insider accumulation detected for avo",0.0,Baseline Building,,1.0
2026-03-15,ABX,9.8,957977984,43884579.0,1.8,11379662.22,3.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,14.16,"multi-day volume expansion, trend improving, elevated news flow, short squeeze potential",4,2026-03-15T22:25:38Z,2.47,6.17,"buy, form4, insider, open_market_buy, open_market_sale, parsed, sell","meaningful insider filing activity, latest event 25 day(s) ago, insider selling detected for abx",0.0,Baseline Building,,1.0
2026-03-15,BGC,9.57,4538687488,361918846.0,2.09,47748948.85,3.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,13.51,"unusual volume, multi-day volume expansion, trend improving, elevated news flow",4,2026-03-15T22:26:42Z,3.18,7.96,"form4, insider, open_market_sale, parsed, sell","meaningful insider filing activity, latest event 6 day(s) ago, insider selling detected for bgc",0.0,Baseline Building,,1.0
2026-03-15,ACDC,6.35,1148531968,32661624.0,1.93,17500085.39,3.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,13.11,"multi-day volume expansion, trend improving, elevated news flow, short squeeze potential",4,2026-03-15T22:25:44Z,3.38,8.45,"buy, form4, insider, parsed","meaningful insider filing activity, latest event 4 day(s) ago, insider accumulation detected for acdc",0.0,Baseline Building,,1.0
2026-03-15,ALH,19.75,4005831936,45442270.0,2.8,35095513.0,3.0,0.0,0.0,1.0,2.0,1.5,0.0,0.0,0.0,13.06,"unusual volume, multi-day volume expansion, elevated news flow, short squeeze potential",4,2026-03-15T22:26:14Z,1.9,4.75,"form4, insider, option_exercise, parsed, sell, tax_withholding","recent insider filings, latest event 53 day(s) ago, insider selling detected for alh",0.0,Baseline Building,,1.0
2026-03-15,BMBL,3.77,599236544,68367169.0,2.0,37845623.6,3.0,0.0,0.0,2.0,2.0,1.5,0.0,0.0,0.0,11.9,"multi-day volume expansion, trend improving, elevated news flow, short squeeze potential",4,2026-03-15T22:26:52Z,3.18,7.96,"form4, insider, parsed, sell, tax_withholding","meaningful insider filing activity, latest event 3 day(s) ago, insider selling detected for bmbl",0.0,Baseline Building,,1.0
2026-03-15,FWRD,15.8,493722112,22694444.0,1.67,22124171.47,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,11.4,"multi-day volume expansion, elevated news flow, short squeeze potential",4,2026-03-15T22:27:34Z,2.6,6.5,"buy, form4, insider, open_market_buy, open_market_sale, parsed, sell, tax_withholding","meaningful insider filing activity, latest event 20 day(s) ago, insider accumulation detected for fwrd",0.0,Baseline Building,,1.0
2026-03-15,BW,10.51,1370998016,93418315.0,2.49,112195955.06,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,10.99,"unusual volume, multi-day volume expansion, trend improving, elevated news flow",4,2026-03-15T22:26:57Z,3.77,9.43,"form4, insider, open_market_sale, option_exercise, parsed, sell, tax_withholding","meaningful insider filing activity, latest event 6 day(s) ago, insider selling detected for bw",0.0,Baseline Building,,1.0
2026-03-15,GDOT,10.53,584926912,46908976.0,2.84,14892557.56,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,10.81,"unusual volume, multi-day volume expansion, elevated news flow",4,2026-03-15T22:27:41Z,3.77,9.43,"form4, insider, parsed, sell, tax_withholding","meaningful insider filing activity, latest event 6 day(s) ago, insider selling detected for gdot",0.0,Baseline Building,,1.0
2026-03-15,EH,11.85,853020544,106927501.0,2.23,13404507.13,3.0,0.0,0.0,0.0,2.0,1.5,0.0,0.0,0.0,10.58,"unusual volume, multi-day volume expansion, elevated news flow, short squeeze potential",4,2026-03-15T22:27:10Z,0.0,0.0,,no event-intel signals; SEC=no recent Form 4 filings; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set,0.0,Baseline Building,,1.0
2026-03-15,CERS,1.69,324770304,171815020.0,2.37,8043210.51,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,10.24,"unusual volume, multi-day volume expansion, elevated news flow, short squeeze potential",4,2026-03-15T22:27:07Z,3.77,9.43,"buy, form4, insider, open_market_sale, parsed, sell","meaningful insider filing activity, latest event 5 day(s) ago, insider selling detected for cers",0.0,Baseline Building,,1.0
2026-03-15,GAU,2.56,665063488,244836899.0,2.5,25473113.03,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,10.21,"unusual volume, multi-day volume expansion, elevated news flow",4,2026-03-15T22:27:35Z,0.0,0.0,,no event-intel signals; SEC=no recent Form 4 filings; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set,0.0,Baseline Building,,1.0
2026-03-15,ANGX,3.7,623942400,87255564.0,2.26,6049407.58,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,10.12,"unusual volume, multi-day volume expansion, elevated news flow, short squeeze potential",4,2026-03-15T22:26:28Z,2.81,7.03,"administrative, form4, insider, option_exercise, parsed, sell, tax_withholding","meaningful insider filing activity, latest event 6 day(s) ago, insider selling detected for angx",0.0,Baseline Building,,1.0
2026-03-15,CION,6.55,341168576,,2.94,11726321.24,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9.93,"unusual volume, multi-day volume expansion, elevated news flow",4,2026-03-15T22:27:09Z,0.0,0.0,,"no event-intel signals; SEC=recent Form 4 filings found, but no actionable transactions parsed; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set",0.0,Baseline Building,,1.0
2026-03-15,AERO,13.43,1959482752,198606000.0,2.92,24254285.09,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9.91,"unusual volume, multi-day volume expansion, elevated news flow",4,2026-03-15T22:26:12Z,0.0,0.0,,no event-intel signals; SEC=no recent Form 4 filings; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set,0.0,Baseline Building,,1.0
2026-03-15,ASTL,3.46,363070944,71139871.0,1.75,9555963.05,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,9.3,"multi-day volume expansion, elevated news flow",4,2026-03-15T22:26:28Z,0.0,0.0,,no event-intel signals; SEC=no recent Form 4 filings; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set,0.0,Baseline Building,,1.0
2026-03-15,AUR,4.08,7951157760,1247259963.0,1.84,139497857.55,1.88,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,9.07,"multi-day volume expansion, elevated news flow, short squeeze potential",4,2026-03-15T22:26:32Z,3.57,8.93,"buy, form4, insider, parsed, sell, tax_withholding","meaningful insider filing activity, latest event 2 day(s) ago, insider accumulation detected for aur",0.0,Baseline Building,,1.0
2026-03-15,CIG,2.2,6963773952,2373107263.0,1.79,22990152.3,1.05,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,8.8,"trend improving, elevated news flow",4,2026-03-15T22:27:08Z,0.0,0.0,,no event-intel signals; SEC=no recent Form 4 filings; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set,0.0,Baseline Building,,1.0
2026-03-15,ADPT,13.17,2027937280,116831970.0,2.04,51396359.91,2.82,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.63,"unusual volume, multi-day volume expansion, elevated news flow",4,2026-03-15T22:26:12Z,4.0,10.0,"buy, form4, insider, open_market_sale, option_exercise, parsed, sell, unparsed","meaningful insider filing activity, latest event 2 day(s) ago, insider selling detected for adpt",0.0,Baseline Building,,1.0
2026-03-15,AXIA,10.94,24602419200,1527753972.0,1.63,42400987.81,2.05,1.0,0.0,2.0,0.5,0.0,0.0,0.0,0.0,8.61,"multi-day volume expansion, trend improving",4,2026-03-15T22:26:38Z,0.0,0.0,,no event-intel signals; SEC=no recent Form 4 filings; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set,0.0,Baseline Building,,1.0
2026-03-15,ALOY,11.98,684477312,53935198.0,2.46,32151739.1,2.2,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,8.0,"unusual volume, multi-day volume expansion",4,2026-03-15T22:26:20Z,0.78,1.95,"form4, insider, unparsed","recent insider filings, latest event 10 day(s) ago, recent form 4 filing for aloy",0.0,Baseline Building,,1.0
2026-03-15,EGY,5.39,561952000,101526440.0,1.6,12182402.24,0.44,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,7.64,"trend improving, elevated news flow",4,2026-03-15T22:27:09Z,0.0,0.0,,"no event-intel signals; SEC=recent Form 4 filings found, but no actionable transactions parsed; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set",0.0,Baseline Building,,1.0
2026-03-15,ABTC,1.04,964709184,191049525.0,1.53,25198506.44,2.11,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.17,"multi-day volume expansion, elevated news flow",4,2026-03-15T22:25:33Z,3.2,8.0,"buy, form4, insider, open_market_buy, parsed","meaningful insider filing activity, latest event 6 day(s) ago, insider accumulation detected for abtc",0.0,Baseline Building,,1.0
2026-03-15,BSBR,5.72,43529801728,3735623127.0,2.28,12848486.61,1.31,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.1,"unusual volume, elevated news flow",4,2026-03-15T22:26:52Z,0.0,0.0,,no event-intel signals; SEC=no recent Form 4 filings; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set,0.0,Baseline Building,,1.0
2026-03-15,ENGN,7.16,479644544,26439402.0,1.59,5665464.44,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,6.71,"elevated news flow, short squeeze potential",4,2026-03-15T22:27:18Z,2.08,5.2,"buy, form4, insider, parsed","recent insider filings, latest event 40 day(s) ago, insider accumulation detected for engn",0.0,Baseline Building,,1.0
2026-03-15,BLND,1.56,405205152,219316192.0,1.79,9786470.88,0.7,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.78,elevated news flow,4,2026-03-15T22:26:50Z,2.99,7.47,"buy, form4, insider, open_market_sale, option_exercise, parsed, sell, tax_withholding","meaningful insider filing activity, latest event 17 day(s) ago, insider selling detected for blnd",0.0,Baseline Building,,1.0
2026-03-15,AVO,12.15,860783360,40103025.0,5.09,33012666.76,3.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,16.4,"unusual volume, multi-day volume expansion, elevated news flow, short squeeze potential",5,2026-03-15T22:53:59Z,3.08,7.7,"buy, form4, insider, open_market_buy, parsed","meaningful insider filing activity, latest event 6 day(s) ago, insider accumulation detected for avo",0.0,Baseline Building,,2.0
2026-03-15,ABX,9.8,957977984,43884579.0,1.8,11379662.22,3.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,16.16,"multi-day volume expansion, trend improving, elevated news flow, short squeeze potential",5,2026-03-15T22:53:00Z,2.47,6.17,"buy, form4, insider, open_market_buy, open_market_sale, parsed, sell","meaningful insider filing activity, latest event 25 day(s) ago, insider selling detected for abx",0.0,Baseline Building,,2.0
2026-03-15,FTK,17.68,531422336,14029568.0,1.89,9768642.17,3.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,15.07,"multi-day volume expansion, trend improving, elevated news flow, short squeeze potential",5,2026-03-15T22:54:43Z,2.94,7.36,"buy, form4, insider, open_market_sale, parsed, sell, tax_withholding","meaningful insider filing activity, latest event 13 day(s) ago, insider selling detected for ftk",0.0,Baseline Building,,2.0
2026-03-15,BGC,9.57,4538687488,361918846.0,2.09,47748948.85,3.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,14.71,"unusual volume, multi-day volume expansion, trend improving, elevated news flow",5,2026-03-15T22:54:03Z,3.18,7.96,"form4, insider, open_market_sale, parsed, sell","meaningful insider filing activity, latest event 6 day(s) ago, insider selling detected for bgc",0.0,Baseline Building,,2.0
2026-03-15,ALH,19.75,4005831936,45442270.0,2.8,35095513.0,3.0,0.0,0.0,1.0,3.0,1.5,0.0,0.0,0.0,14.26,"unusual volume, multi-day volume expansion, elevated news flow, short squeeze potential",5,2026-03-15T22:53:36Z,1.9,4.75,"form4, insider, option_exercise, parsed, sell, tax_withholding","recent insider filings, latest event 53 day(s) ago, insider selling detected for alh",0.0,Baseline Building,,2.0
2026-03-15,ACDC,6.35,1148531968,32661624.0,1.93,17500085.39,3.0,0.0,0.0,3.0,2.5,1.0,0.0,0.0,0.0,13.91,"multi-day volume expansion, trend improving, elevated news flow, short squeeze potential",5,2026-03-15T22:53:06Z,3.38,8.45,"buy, form4, insider, parsed","meaningful insider filing activity, latest event 4 day(s) ago, insider accumulation detected for acdc",0.0,Baseline Building,,2.0
2026-03-15,BW,10.51,1370998016,93418315.0,2.49,112195955.06,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,12.19,"unusual volume, multi-day volume expansion, trend improving, elevated news flow",5,2026-03-15T22:54:18Z,3.77,9.43,"form4, insider, open_market_sale, option_exercise, parsed, sell, tax_withholding","meaningful insider filing activity, latest event 6 day(s) ago, insider selling detected for bw",0.0,Baseline Building,,2.0
2026-03-15,EH,11.85,853020544,106927501.0,2.23,13404507.13,3.0,0.0,0.0,0.0,3.0,1.5,0.0,0.0,0.0,11.78,"unusual volume, multi-day volume expansion, elevated news flow, short squeeze potential",5,2026-03-15T22:54:32Z,0.0,0.0,,no event-intel signals; SEC=no recent Form 4 filings; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set,0.0,Baseline Building,,2.0
2026-03-15,BMBL,3.77,599236544,68367169.0,2.0,37845623.6,3.0,0.0,0.0,2.0,1.0,1.5,0.0,0.0,0.0,11.5,"multi-day volume expansion, trend improving, elevated news flow, short squeeze potential",5,2026-03-15T22:54:13Z,3.18,7.96,"form4, insider, parsed, sell, tax_withholding","meaningful insider filing activity, latest event 3 day(s) ago, insider selling detected for bmbl",0.0,Baseline Building,,2.0
2026-03-15,GAU,2.56,665063488,244836899.0,2.5,25473113.03,3.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,11.41,"unusual volume, multi-day volume expansion, elevated news flow",5,2026-03-15T22:54:57Z,0.0,0.0,,no event-intel signals; SEC=no recent Form 4 filings; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set,0.0,Baseline Building,,2.0
2026-03-15,AERO,13.43,1959482752,198606000.0,2.92,24254285.09,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,11.11,"unusual volume, multi-day volume expansion, elevated news flow",5,2026-03-15T22:53:34Z,0.0,0.0,,no event-intel signals; SEC=no recent Form 4 filings; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set,0.0,Baseline Building,,2.0
2026-03-15,FWRD,15.8,493722112,22694444.0,1.67,22124171.47,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,11.0,"multi-day volume expansion, elevated news flow, short squeeze potential",5,2026-03-15T22:54:56Z,2.6,6.5,"buy, form4, insider, open_market_buy, open_market_sale, parsed, sell, tax_withholding","meaningful insider filing activity, latest event 20 day(s) ago, insider accumulation detected for fwrd",0.0,Baseline Building,,2.0
2026-03-15,ALOY,11.98,684477312,53935198.0,2.46,32151739.1,2.2,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,10.4,"unusual volume, multi-day volume expansion, elevated news flow",5,2026-03-15T22:53:42Z,0.78,1.95,"form4, insider, unparsed","recent insider filings, latest event 10 day(s) ago, recent form 4 filing for aloy",0.0,Baseline Building,,2.0
